EFA Date,EFA,Clearing Price
05/07/2023,1,2.83
05/07/2023,2,2.95
05/07/2023,3,2.08
05/07/2023,4,3
05/07/2023,5,8
05/07/2023,6,4.54
06/07/2023,1,2.26
06/07/2023,2,4.4
06/07/2023,3,3.2
06/07/2023,4,3.41
06/07/2023,5,6.5
06/07/2023,6,2.4
07/07/2023,1,1.57
07/07/2023,2,2.33
07/07/2023,3,2.08
07/07/2023,4,1.71
07/07/2023,5,1.77
07/07/2023,6,2.38
08/07/2023,1,2
08/07/2023,2,2
08/07/2023,3,2.35
08/07/2023,4,5.6
08/07/2023,5,2.25
08/07/2023,6,1.95
09/07/2023,1,2.08
09/07/2023,2,2.52
09/07/2023,3,1.8
09/07/2023,4,2.53
09/07/2023,5,2.31
09/07/2023,6,1.9
10/07/2023,1,1.96
10/07/2023,2,2.23
10/07/2023,3,2.04
10/07/2023,4,2.11
10/07/2023,5,1.78
10/07/2023,6,2.27
11/07/2023,1,3.34
11/07/2023,2,2.66
11/07/2023,3,3.5
11/07/2023,4,3.5
11/07/2023,5,2.13
11/07/2023,6,3.9
12/07/2023,1,3.72
12/07/2023,2,2.04
12/07/2023,3,3.49
12/07/2023,4,3.57
12/07/2023,5,3.41
12/07/2023,6,2.09
13/07/2023,1,2.37
13/07/2023,2,2.49
13/07/2023,3,2
13/07/2023,4,3.5
13/07/2023,5,3.11
13/07/2023,6,2.07
14/07/2023,1,1.95
14/07/2023,2,1.99
14/07/2023,3,1.49
14/07/2023,4,1.24
14/07/2023,5,1.69
14/07/2023,6,0.5
15/07/2023,1,1.18
15/07/2023,2,2.41
15/07/2023,3,2.01
15/07/2023,4,5.6
15/07/2023,5,3.55
15/07/2023,6,4.44
16/07/2023,1,1.33
16/07/2023,2,2.41
16/07/2023,3,2.96
16/07/2023,4,8.7
16/07/2023,5,7.52
16/07/2023,6,2.35
17/07/2023,1,2.14
17/07/2023,2,2.41
17/07/2023,3,2.04
17/07/2023,4,2
17/07/2023,5,1.42
17/07/2023,6,1.1
18/07/2023,1,2.33
18/07/2023,2,2.03
18/07/2023,3,2.14
18/07/2023,4,1.62
18/07/2023,5,1.57
18/07/2023,6,1
19/07/2023,1,2.93
19/07/2023,2,3.88
19/07/2023,3,2.26
19/07/2023,4,1.5
19/07/2023,5,1.86
19/07/2023,6,2.94
20/07/2023,1,1.47
20/07/2023,2,1.95
20/07/2023,3,1
20/07/2023,4,1.5
20/07/2023,5,1.08
20/07/2023,6,1.1
21/07/2023,1,2.67
21/07/2023,2,3.05
21/07/2023,3,2.03
21/07/2023,4,1.67
21/07/2023,5,1.72
21/07/2023,6,1.64
22/07/2023,1,1.88
22/07/2023,2,2.88
22/07/2023,3,1.34
22/07/2023,4,2.08
22/07/2023,5,1.88
22/07/2023,6,1.4
23/07/2023,1,2.96
23/07/2023,2,4.74
23/07/2023,3,3
23/07/2023,4,3.49
23/07/2023,5,6.71
23/07/2023,6,2
24/07/2023,1,2.01
24/07/2023,2,3.89
24/07/2023,3,2
24/07/2023,4,3.54
24/07/2023,5,2.24
24/07/2023,6,1.88
25/07/2023,1,2.89
25/07/2023,2,6.9
25/07/2023,3,1.99
25/07/2023,4,4.68
25/07/2023,5,3.59
25/07/2023,6,2.08
26/07/2023,1,2.52
26/07/2023,2,4.2
26/07/2023,3,2.11
26/07/2023,4,2.71
26/07/2023,5,3.7
26/07/2023,6,2.23
27/07/2023,1,2
27/07/2023,2,2.3
27/07/2023,3,1.72
27/07/2023,4,1.89
27/07/2023,5,2
27/07/2023,6,1.75
28/07/2023,1,2
28/07/2023,2,2.13
28/07/2023,3,1.57
28/07/2023,4,2.03
28/07/2023,5,2.13
28/07/2023,6,2
29/07/2023,1,1.99
29/07/2023,2,2.88
29/07/2023,3,2
29/07/2023,4,12.66
29/07/2023,5,5.99
29/07/2023,6,3.97
30/07/2023,1,2
30/07/2023,2,1.92
30/07/2023,3,3.13
30/07/2023,4,2
30/07/2023,5,11.49
30/07/2023,6,1.73
31/07/2023,1,8
31/07/2023,2,4.99
31/07/2023,3,3.35
31/07/2023,4,3.51
31/07/2023,5,4.05
31/07/2023,6,3.19
01/08/2023,1,3.2
01/08/2023,2,3.9
01/08/2023,3,1.95
01/08/2023,4,3.6
01/08/2023,5,3.75
01/08/2023,6,1.82
02/08/2023,1,2.24
02/08/2023,2,2.41
02/08/2023,3,2.5
02/08/2023,4,7
02/08/2023,5,3
02/08/2023,6,2
03/08/2023,1,2.26
03/08/2023,2,4.99
03/08/2023,3,2
03/08/2023,4,2.09
03/08/2023,5,2.02
03/08/2023,6,2
04/08/2023,1,2.31
04/08/2023,2,2.6
04/08/2023,3,2.49
04/08/2023,4,2.08
04/08/2023,5,2.4
04/08/2023,6,2
05/08/2023,1,2.5
05/08/2023,2,2.14
05/08/2023,3,2.5
05/08/2023,4,2.09
05/08/2023,5,2.13
05/08/2023,6,2.89
06/08/2023,1,2
06/08/2023,2,3.47
06/08/2023,3,2.49
06/08/2023,4,3.21
06/08/2023,5,2
06/08/2023,6,3.41
07/08/2023,1,2.02
07/08/2023,2,1.75
07/08/2023,3,0.6
07/08/2023,4,2
07/08/2023,5,0.99
07/08/2023,6,0.99
08/08/2023,1,1
08/08/2023,2,2
08/08/2023,3,2.25
08/08/2023,4,1
08/08/2023,5,2.01
08/08/2023,6,1
09/08/2023,1,1.67
09/08/2023,2,2
09/08/2023,3,1.49
09/08/2023,4,1.67
09/08/2023,5,1.07
09/08/2023,6,0.99
10/08/2023,1,2
10/08/2023,2,4.6
10/08/2023,3,1.62
10/08/2023,4,3.23
10/08/2023,5,2.23
10/08/2023,6,1.59
11/08/2023,1,4.5
11/08/2023,2,4.16
11/08/2023,3,2
11/08/2023,4,4.95
11/08/2023,5,2.24
11/08/2023,6,2.1
12/08/2023,1,1.97
12/08/2023,2,2.51
12/08/2023,3,2.32
12/08/2023,4,9.99
12/08/2023,5,15
12/08/2023,6,2
13/08/2023,1,10
13/08/2023,2,2.45
13/08/2023,3,3.29
13/08/2023,4,10.43
13/08/2023,5,10.36
13/08/2023,6,5.41
14/08/2023,1,2.88
14/08/2023,2,4.45
14/08/2023,3,2.25
14/08/2023,4,1.7
14/08/2023,5,4.71
14/08/2023,6,2
15/08/2023,1,2.25
15/08/2023,2,2.25
15/08/2023,3,2
15/08/2023,4,2.45
15/08/2023,5,2.95
15/08/2023,6,1.67
16/08/2023,1,2.25
16/08/2023,2,2
16/08/2023,3,2
16/08/2023,4,3.95
16/08/2023,5,1.9
16/08/2023,6,0.5
17/08/2023,1,2.25
17/08/2023,2,3.25
17/08/2023,3,3.68
17/08/2023,4,3.14
17/08/2023,5,2.37
17/08/2023,6,2.25
18/08/2023,1,2.48
18/08/2023,2,2
18/08/2023,3,2.25
18/08/2023,4,3.33
18/08/2023,5,2
18/08/2023,6,2
19/08/2023,1,2
19/08/2023,2,2
19/08/2023,3,2
19/08/2023,4,12.9
19/08/2023,5,2
19/08/2023,6,1.88
20/08/2023,1,2.22
20/08/2023,2,1.8
20/08/2023,3,1.66
20/08/2023,4,5.27
20/08/2023,5,2.75
20/08/2023,6,0.01
21/08/2023,1,1.47
21/08/2023,2,6.25
21/08/2023,3,1.86
21/08/2023,4,2.8
21/08/2023,5,2
21/08/2023,6,2
22/08/2023,1,5
22/08/2023,2,2.06
22/08/2023,3,2.45
22/08/2023,4,2.07
22/08/2023,5,5.06
22/08/2023,6,2.28
23/08/2023,1,2.32
23/08/2023,2,4.46
23/08/2023,3,2
23/08/2023,4,2
23/08/2023,5,4.14
23/08/2023,6,2.56
24/08/2023,1,2.58
24/08/2023,2,8.95
24/08/2023,3,1.79
24/08/2023,4,1.94
24/08/2023,5,11
24/08/2023,6,1.82
25/08/2023,1,9.67
25/08/2023,2,4
25/08/2023,3,1.98
25/08/2023,4,2.21
25/08/2023,5,1.51
25/08/2023,6,2
26/08/2023,1,1.98
26/08/2023,2,2.17
26/08/2023,3,2.05
26/08/2023,4,4.67
26/08/2023,5,2.27
26/08/2023,6,2
27/08/2023,1,2.59
27/08/2023,2,1.67
27/08/2023,3,3.32
27/08/2023,4,4.67
27/08/2023,5,2.4
27/08/2023,6,2
28/08/2023,1,2.42
28/08/2023,2,2.75
28/08/2023,3,2.75
28/08/2023,4,4.67
28/08/2023,5,1.98
28/08/2023,6,1.5
29/08/2023,1,3
29/08/2023,2,6.39
29/08/2023,3,2.3
29/08/2023,4,2.3
29/08/2023,5,2.11
29/08/2023,6,1.47
30/08/2023,1,2.4
30/08/2023,2,4.35
30/08/2023,3,2.26
30/08/2023,4,2
30/08/2023,5,1.49
30/08/2023,6,2.19
31/08/2023,1,1.95
31/08/2023,2,1.85
31/08/2023,3,2.05
31/08/2023,4,1.8
31/08/2023,5,3
31/08/2023,6,0.72
01/09/2023,1,2.3
01/09/2023,2,2.23
01/09/2023,3,1.7
01/09/2023,4,1.7
01/09/2023,5,2
01/09/2023,6,2
02/09/2023,1,1.69
02/09/2023,2,1.98
02/09/2023,3,1.6
02/09/2023,4,3.7
02/09/2023,5,2
02/09/2023,6,1.5
03/09/2023,1,1.98
03/09/2023,2,2
03/09/2023,3,2.59
03/09/2023,4,13.18
03/09/2023,5,3.9
03/09/2023,6,1.63
04/09/2023,1,2
04/09/2023,2,2.55
04/09/2023,3,3.57
04/09/2023,4,14.4
04/09/2023,5,4.79
04/09/2023,6,2.15
05/09/2023,1,1.99
05/09/2023,2,3.95
05/09/2023,3,2.29
05/09/2023,4,1.49
05/09/2023,5,2.17
05/09/2023,6,2.33
06/09/2023,1,2.26
06/09/2023,2,4.28
06/09/2023,3,2
06/09/2023,4,1.59
06/09/2023,5,7.83
06/09/2023,6,2.95
07/09/2023,1,2
07/09/2023,2,2.51
07/09/2023,3,1.48
07/09/2023,4,1.64
07/09/2023,5,1.69
07/09/2023,6,1.33
08/09/2023,1,2.2
08/09/2023,2,2.26
08/09/2023,3,1.98
08/09/2023,4,2
08/09/2023,5,0.99
08/09/2023,6,1.85
09/09/2023,1,1.75
09/09/2023,2,1.6
09/09/2023,3,1.32
09/09/2023,4,3.96
09/09/2023,5,4.5
09/09/2023,6,0.99
10/09/2023,1,2
10/09/2023,2,2
10/09/2023,3,1.98
10/09/2023,4,1.78
10/09/2023,5,0.99
10/09/2023,6,1.94
11/09/2023,1,2
11/09/2023,2,3.25
11/09/2023,3,0.99
11/09/2023,4,1.49
11/09/2023,5,0.99
11/09/2023,6,2
12/09/2023,1,5.48
12/09/2023,2,7.52
12/09/2023,3,0.99
12/09/2023,4,2
12/09/2023,5,1.49
12/09/2023,6,2.07
13/09/2023,1,4
13/09/2023,2,3.96
13/09/2023,3,1.69
13/09/2023,4,3.45
13/09/2023,5,2.21
13/09/2023,6,2.21
14/09/2023,1,4
14/09/2023,2,8.84
14/09/2023,3,2
14/09/2023,4,2
14/09/2023,5,2
14/09/2023,6,1.57
15/09/2023,1,5.31
15/09/2023,2,3.98
15/09/2023,3,1.75
15/09/2023,4,2.03
15/09/2023,5,2.15
15/09/2023,6,2.02
16/09/2023,1,1.6
16/09/2023,2,2
16/09/2023,3,1.98
16/09/2023,4,3.7
16/09/2023,5,2.02
16/09/2023,6,1.6
17/09/2023,1,2.38
17/09/2023,2,1.6
17/09/2023,3,3.13
17/09/2023,4,7.58
17/09/2023,5,2.3
17/09/2023,6,1.78
18/09/2023,1,2.19
18/09/2023,2,2.25
18/09/2023,3,2.75
18/09/2023,4,9
18/09/2023,5,4.35
18/09/2023,6,3.05
19/09/2023,1,4.12
19/09/2023,2,16.35
19/09/2023,3,2
19/09/2023,4,8.66
19/09/2023,5,8.03
19/09/2023,6,10.69
20/09/2023,1,8.83
20/09/2023,2,9.67
20/09/2023,3,2
20/09/2023,4,7.92
20/09/2023,5,6.12
20/09/2023,6,2.17
21/09/2023,1,2
21/09/2023,2,1.98
21/09/2023,3,1.69
21/09/2023,4,2.31
21/09/2023,5,3.76
21/09/2023,6,1.65
22/09/2023,1,1.72
22/09/2023,2,8.75
22/09/2023,3,2.06
22/09/2023,4,2.09
22/09/2023,5,10.29
22/09/2023,6,1.96
23/09/2023,1,1.98
23/09/2023,2,1.5
23/09/2023,3,1.75
23/09/2023,4,1.98
23/09/2023,5,4.03
23/09/2023,6,1.6
24/09/2023,1,1.82
24/09/2023,2,1.87
24/09/2023,3,2.02
24/09/2023,4,11.76
24/09/2023,5,9.1
24/09/2023,6,4.2
25/09/2023,1,6.75
25/09/2023,2,9
25/09/2023,3,7.88
25/09/2023,4,5.12
25/09/2023,5,2.25
25/09/2023,6,1.56
26/09/2023,1,2.17
26/09/2023,2,4.08
26/09/2023,3,5
26/09/2023,4,10
26/09/2023,5,10
26/09/2023,6,2.03
27/09/2023,1,9
27/09/2023,2,3.89
27/09/2023,3,2
27/09/2023,4,2.01
27/09/2023,5,2.05
27/09/2023,6,1.9
28/09/2023,1,4.99
28/09/2023,2,16.5
28/09/2023,3,3
28/09/2023,4,3.21
28/09/2023,5,3
28/09/2023,6,2.01
29/09/2023,1,5.99
29/09/2023,2,9
29/09/2023,3,4.31
29/09/2023,4,5.99
29/09/2023,5,4.99
29/09/2023,6,2.05
30/09/2023,1,2.09
30/09/2023,2,1.5
30/09/2023,3,0.85
30/09/2023,4,1.86
30/09/2023,5,2.99
30/09/2023,6,1.98
01/10/2023,1,2.13
01/10/2023,2,2.12
01/10/2023,3,2.8
01/10/2023,4,2.15
01/10/2023,5,2.07
01/10/2023,6,0.87
02/10/2023,1,3.15
02/10/2023,2,3
02/10/2023,3,1.98
02/10/2023,4,1.7
02/10/2023,5,2.8
02/10/2023,6,1.98
03/10/2023,1,2.99
03/10/2023,2,9
03/10/2023,3,5
03/10/2023,4,11.01
03/10/2023,5,10.01
03/10/2023,6,2.99
04/10/2023,1,4.5
04/10/2023,2,10
04/10/2023,3,2.99
04/10/2023,4,9
04/10/2023,5,3.88
04/10/2023,6,1.99
05/10/2023,1,5.01
05/10/2023,2,2
05/10/2023,3,2
05/10/2023,4,2.06
05/10/2023,5,2.3
05/10/2023,6,3.88
06/10/2023,1,8.5
06/10/2023,2,10.18
06/10/2023,3,4
06/10/2023,4,12
06/10/2023,5,4
06/10/2023,6,2.99
07/10/2023,1,4
07/10/2023,2,5
07/10/2023,3,2
07/10/2023,4,3.87
07/10/2023,5,2.02
07/10/2023,6,1.54
08/10/2023,1,1.99
08/10/2023,2,1.69
08/10/2023,3,1.8
08/10/2023,4,1.99
08/10/2023,5,2.43
08/10/2023,6,1.98
09/10/2023,1,2.23
09/10/2023,2,5.3
09/10/2023,3,1.6
09/10/2023,4,1.98
09/10/2023,5,1.65
09/10/2023,6,1.78
10/10/2023,1,2.25
10/10/2023,2,1.94
10/10/2023,3,2.75
10/10/2023,4,8.37
10/10/2023,5,4.15
10/10/2023,6,2.04
11/10/2023,1,2.18
11/10/2023,2,13.28
11/10/2023,3,5
11/10/2023,4,4.4
11/10/2023,5,6.6
11/10/2023,6,5.45
12/10/2023,1,9
12/10/2023,2,1.65
12/10/2023,3,2.1
12/10/2023,4,2.27
12/10/2023,5,2.09
12/10/2023,6,2.16
13/10/2023,1,2.9
13/10/2023,2,6.97
13/10/2023,3,8.1
13/10/2023,4,15.6
13/10/2023,5,11
13/10/2023,6,4.85
14/10/2023,1,12
14/10/2023,2,3.97
14/10/2023,3,2.5
14/10/2023,4,10.36
14/10/2023,5,8
14/10/2023,6,0.99
15/10/2023,1,4.3
15/10/2023,2,8
15/10/2023,3,4.6
15/10/2023,4,4.18
15/10/2023,5,6.67
15/10/2023,6,1.5
16/10/2023,1,2.25
16/10/2023,2,5.3
16/10/2023,3,1
16/10/2023,4,1.98
16/10/2023,5,7.89
16/10/2023,6,2.04
17/10/2023,1,0.8
17/10/2023,2,0.99
17/10/2023,3,0.71
17/10/2023,4,1.5
17/10/2023,5,0
17/10/2023,6,0.5
18/10/2023,1,1.5
18/10/2023,2,2.83
18/10/2023,3,0
18/10/2023,4,1.06
18/10/2023,5,0
18/10/2023,6,0.3
19/10/2023,1,1.71
19/10/2023,2,5.32
19/10/2023,3,0.99
19/10/2023,4,2.36
19/10/2023,5,1.13
19/10/2023,6,1.17
20/10/2023,1,2.04
20/10/2023,2,8
20/10/2023,3,2.25
20/10/2023,4,0.9
20/10/2023,5,0.5
20/10/2023,6,0.14
21/10/2023,1,1.5
21/10/2023,2,1.91
21/10/2023,3,1.8
21/10/2023,4,1.17
21/10/2023,5,0.48
21/10/2023,6,0.7
22/10/2023,1,2.2
22/10/2023,2,3.42
22/10/2023,3,3
22/10/2023,4,0.92
22/10/2023,5,0.3
22/10/2023,6,0.88
23/10/2023,1,1.77
23/10/2023,2,1.99
23/10/2023,3,0.14
23/10/2023,4,0.44
23/10/2023,5,0.66
23/10/2023,6,0.96
24/10/2023,1,2.51
24/10/2023,2,1.98
24/10/2023,3,0.94
24/10/2023,4,0.9
24/10/2023,5,0.38
24/10/2023,6,0.63
25/10/2023,1,7.94
25/10/2023,2,8.89
25/10/2023,3,1.59
25/10/2023,4,2.41
25/10/2023,5,2.63
25/10/2023,6,2.08
26/10/2023,1,0.4
26/10/2023,2,0.9
26/10/2023,3,1.23
26/10/2023,4,1.1
26/10/2023,5,0.4
26/10/2023,6,0.4
27/10/2023,1,7.26
27/10/2023,2,12.34
27/10/2023,3,5.97
27/10/2023,4,5.99
27/10/2023,5,7.18
27/10/2023,6,3.5
28/10/2023,1,3.26
28/10/2023,2,5
28/10/2023,3,1.33
28/10/2023,4,4.12
28/10/2023,5,1.97
28/10/2023,6,1.98
29/10/2023,1,3.91
29/10/2023,2,11
29/10/2023,3,7
29/10/2023,4,4
29/10/2023,5,6
29/10/2023,6,1.98
30/10/2023,1,2.39
30/10/2023,2,4.5
30/10/2023,3,1.43
30/10/2023,4,2.03
30/10/2023,5,1.5
30/10/2023,6,1.3
31/10/2023,1,3
31/10/2023,2,2.23
31/10/2023,3,2.16
31/10/2023,4,2.18
31/10/2023,5,1.73
31/10/2023,6,2.16
01/11/2023,1,5
01/11/2023,2,4.35
01/11/2023,3,1.79
01/11/2023,4,3.59
01/11/2023,5,1.98
01/11/2023,6,1.35
02/11/2023,1,5.99
02/11/2023,2,8.33
02/11/2023,3,2.29
02/11/2023,4,1.95
02/11/2023,5,2.66
02/11/2023,6,2.17
03/11/2023,1,3.86
03/11/2023,2,5.64
03/11/2023,3,1.78
03/11/2023,4,2.3
03/11/2023,5,1.96
03/11/2023,6,1.86
04/11/2023,1,2.15
04/11/2023,2,3.29
04/11/2023,3,1.8899999999999997
04/11/2023,4,2.86
04/11/2023,5,1.41
04/11/2023,6,1.55
05/11/2023,1,2.1
05/11/2023,2,2.85
05/11/2023,3,1.98
05/11/2023,4,2.5
05/11/2023,5,0.3
05/11/2023,6,1.6
06/11/2023,1,2.55
06/11/2023,2,4.4
06/11/2023,3,1.19
06/11/2023,4,2.29
06/11/2023,5,0.77
06/11/2023,6,2.87
07/11/2023,1,0.01
07/11/2023,2,0.23000000000000004
07/11/2023,3,-1.34
07/11/2023,4,0.13
07/11/2023,5,-7.56
07/11/2023,6,-0.37
08/11/2023,1,2.5
08/11/2023,2,3.32
08/11/2023,3,1.54
08/11/2023,4,2.7
08/11/2023,5,1.6299999999999997
08/11/2023,6,2.15
09/11/2023,1,2
09/11/2023,2,3.32
09/11/2023,3,1.54
09/11/2023,4,2
09/11/2023,5,1.49
09/11/2023,6,1.62
10/11/2023,1,1.82
10/11/2023,2,2.14
10/11/2023,3,1.8
10/11/2023,4,2
10/11/2023,5,2.05
10/11/2023,6,1.66
11/11/2023,1,1.07
11/11/2023,2,1.97
11/11/2023,3,1.06
11/11/2023,4,1.67
11/11/2023,5,1.01
11/11/2023,6,0.88
12/11/2023,1,0.9
12/11/2023,2,1.29
12/11/2023,3,1.22
12/11/2023,4,1.15
12/11/2023,5,0.76
12/11/2023,6,1.29
13/11/2023,1,1.21
13/11/2023,2,3.7300000000000004
13/11/2023,3,1.2
13/11/2023,4,2.48
13/11/2023,5,1.7
13/11/2023,6,3.54
14/11/2023,1,2.38
14/11/2023,2,4.97
14/11/2023,3,1.02
14/11/2023,4,1
14/11/2023,5,1.58
14/11/2023,6,1.49
15/11/2023,1,4.37
15/11/2023,2,3.93
15/11/2023,3,2.44
15/11/2023,4,2.31
15/11/2023,5,1.01
15/11/2023,6,1.05
16/11/2023,1,1.31
16/11/2023,2,2.12
16/11/2023,3,1.04
16/11/2023,4,2.17
16/11/2023,5,1.24
16/11/2023,6,2.64
17/11/2023,1,1.21
17/11/2023,2,2.21
17/11/2023,3,0.91
17/11/2023,4,4.51
17/11/2023,5,1.82
17/11/2023,6,1.26
18/11/2023,1,1.04
18/11/2023,2,2.24
18/11/2023,3,1.17
18/11/2023,4,1.35
18/11/2023,5,1.64
18/11/2023,6,1.49
19/11/2023,1,3.36
19/11/2023,2,5.46
19/11/2023,3,5.72
19/11/2023,4,1.34
19/11/2023,5,1.2
19/11/2023,6,1.2
20/11/2023,1,2.12
20/11/2023,2,1.9800000000000002
20/11/2023,3,1.08
20/11/2023,4,1.24
20/11/2023,5,0.96
20/11/2023,6,1.08
21/11/2023,1,1.59
21/11/2023,2,2.93
21/11/2023,3,0.68
21/11/2023,4,1.1
21/11/2023,5,0.7299999999999999
21/11/2023,6,1.03
22/11/2023,1,1.49
22/11/2023,2,2.42
22/11/2023,3,1.27
22/11/2023,4,1.5
22/11/2023,5,1.47
22/11/2023,6,1.59
23/11/2023,1,2.92
23/11/2023,2,5.27
23/11/2023,3,1.82
23/11/2023,4,1.7
23/11/2023,5,0.9899999999999999
23/11/2023,6,2.66
24/11/2023,1,5.93
24/11/2023,2,6.89
24/11/2023,3,1.71
24/11/2023,4,1.82
24/11/2023,5,1.09
24/11/2023,6,1.82
25/11/2023,1,1.56
25/11/2023,2,2.36
25/11/2023,3,1.31
25/11/2023,4,1.75
25/11/2023,5,1.42
25/11/2023,6,0.96
26/11/2023,1,1.29
26/11/2023,2,2.45
26/11/2023,3,1.04
26/11/2023,4,1.6
26/11/2023,5,1.2299999999999998
26/11/2023,6,1.33
27/11/2023,1,2.01
27/11/2023,2,2
27/11/2023,3,0.91
27/11/2023,4,1.62
27/11/2023,5,2.45
27/11/2023,6,1.49
28/11/2023,1,1.64
28/11/2023,2,1.48
28/11/2023,3,1.06
28/11/2023,4,1.4
28/11/2023,5,1.35
28/11/2023,6,0.78
29/11/2023,1,1.9699999999999998
29/11/2023,2,1.45
29/11/2023,3,1.32
29/11/2023,4,2.34
29/11/2023,5,3.17
29/11/2023,6,1.52
30/11/2023,1,1.49
30/11/2023,2,1.68
30/11/2023,3,1.3
30/11/2023,4,2.42
30/11/2023,5,3.23
30/11/2023,6,1.45
01/12/2023,1,1.16
01/12/2023,2,2.42
01/12/2023,3,1.98
01/12/2023,4,2.57
01/12/2023,5,3.25
01/12/2023,6,1.16
02/12/2023,1,0.94
02/12/2023,2,1.09
02/12/2023,3,0.98
02/12/2023,4,1.09
02/12/2023,5,1.48
02/12/2023,6,0.6
03/12/2023,1,0.6
03/12/2023,2,1.49
03/12/2023,3,0.76
03/12/2023,4,1.09
03/12/2023,5,1.08
03/12/2023,6,0.5
04/12/2023,1,1.18
04/12/2023,2,1.71
04/12/2023,3,0.89
04/12/2023,4,1.2
04/12/2023,5,3.28
04/12/2023,6,0.68
05/12/2023,1,1.06
05/12/2023,2,1.45
05/12/2023,3,1.05
05/12/2023,4,1.2
05/12/2023,5,3.68
05/12/2023,6,0.89
06/12/2023,1,1.02
06/12/2023,2,1.26
06/12/2023,3,0.97
06/12/2023,4,1.14
06/12/2023,5,1.62
06/12/2023,6,0.97
07/12/2023,1,2.24
07/12/2023,2,3.13
07/12/2023,3,1.55
07/12/2023,4,2.03
07/12/2023,5,1.83
07/12/2023,6,1.45
08/12/2023,1,1.33
08/12/2023,2,1.04
08/12/2023,3,1.08
08/12/2023,4,0.93
08/12/2023,5,0.73
08/12/2023,6,0.89
09/12/2023,1,0.8800000000000001
09/12/2023,2,2.31
09/12/2023,3,1.04
09/12/2023,4,1
09/12/2023,5,1.02
09/12/2023,6,1.1
10/12/2023,1,1.36
10/12/2023,2,5.4
10/12/2023,3,1.21
10/12/2023,4,1.15
10/12/2023,5,1.21
10/12/2023,6,1.12
11/12/2023,1,1.29
11/12/2023,2,2.5
11/12/2023,3,1.11
11/12/2023,4,1.4900000000000002
11/12/2023,5,1.25
11/12/2023,6,1.09
12/12/2023,1,1.04
12/12/2023,2,1.17
12/12/2023,3,0.79
12/12/2023,4,0.86
12/12/2023,5,1.37
12/12/2023,6,1.1
13/12/2023,1,0.76
13/12/2023,2,1.21
13/12/2023,3,1.12
13/12/2023,4,1.47
13/12/2023,5,3.93
13/12/2023,6,0.7299999999999999
14/12/2023,1,1.11
14/12/2023,2,1.31
14/12/2023,3,1
14/12/2023,4,1.49
14/12/2023,5,5.33
14/12/2023,6,0.74
15/12/2023,1,0.84
15/12/2023,2,1.07
15/12/2023,3,1.1
15/12/2023,4,0.76
15/12/2023,5,0.7
15/12/2023,6,1.08
16/12/2023,1,1.11
16/12/2023,2,1.49
16/12/2023,3,1.2
16/12/2023,4,0.89
16/12/2023,5,0.92
16/12/2023,6,0.6
17/12/2023,1,1.49
17/12/2023,2,3.6
17/12/2023,3,1.4
17/12/2023,4,1.2
17/12/2023,5,0.98
17/12/2023,6,0.97
18/12/2023,1,1.49
18/12/2023,2,3.34
18/12/2023,3,0.97
18/12/2023,4,0.86
18/12/2023,5,1.06
18/12/2023,6,0.92
19/12/2023,1,1.25
19/12/2023,2,1.9200000000000002
19/12/2023,3,1.08
19/12/2023,4,0.88
19/12/2023,5,0.76
19/12/2023,6,0.64
20/12/2023,1,1.06
20/12/2023,2,3.8600000000000003
20/12/2023,3,1
20/12/2023,4,0.93
20/12/2023,5,0.85
20/12/2023,6,0.65
21/12/2023,1,2.02
21/12/2023,2,3.9000000000000004
21/12/2023,3,1.1
21/12/2023,4,1.1
21/12/2023,5,1.09
21/12/2023,6,0.72
22/12/2023,1,1.8400000000000003
22/12/2023,2,3.21
22/12/2023,3,1.69
22/12/2023,4,1
22/12/2023,5,1.07
22/12/2023,6,1.07
23/12/2023,1,1.5
23/12/2023,2,2.18
23/12/2023,3,1.3
23/12/2023,4,1.23
23/12/2023,5,1.1
23/12/2023,6,1.24
24/12/2023,1,1.46
24/12/2023,2,2.04
24/12/2023,3,2.22
24/12/2023,4,1.8
24/12/2023,5,2.02
24/12/2023,6,2
25/12/2023,1,2.25
25/12/2023,2,3.42
25/12/2023,3,2.85
25/12/2023,4,0.97
25/12/2023,5,0.98
25/12/2023,6,1.28
26/12/2023,1,3
26/12/2023,2,3.05
26/12/2023,3,4
26/12/2023,4,1.45
26/12/2023,5,1.6
26/12/2023,6,1.14
27/12/2023,1,1.05
27/12/2023,2,1.33
27/12/2023,3,1.01
27/12/2023,4,0.99
27/12/2023,5,1.43
27/12/2023,6,1.5
28/12/2023,1,0.96
28/12/2023,2,2.13
28/12/2023,3,1.49
28/12/2023,4,1.25
28/12/2023,5,2.63
28/12/2023,6,0.74
29/12/2023,1,0.92
29/12/2023,2,1.59
29/12/2023,3,2.56
29/12/2023,4,1.1
29/12/2023,5,1.19
29/12/2023,6,1.21
30/12/2023,1,1.42
30/12/2023,2,1.64
30/12/2023,3,1.31
30/12/2023,4,1.31
30/12/2023,5,2.22
30/12/2023,6,1
31/12/2023,1,1.05
31/12/2023,2,3.49
31/12/2023,3,1.64
31/12/2023,4,0.84
31/12/2023,5,1.07
31/12/2023,6,0.58
01/01/2024,1,1.49
01/01/2024,2,5
01/01/2024,3,2.31
01/01/2024,4,1.25
01/01/2024,5,2.21
01/01/2024,6,1.1
02/01/2024,1,1.4
02/01/2024,2,4.07
02/01/2024,3,1.23
02/01/2024,4,0.53
